Series Name,Series Code,Country Name,Country Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Costa Rica,CRI,41.6139339640373,41.1677443895017,41.8504025886071,43.349964182931,43.8395202458245,43.348738366213,46.4660839777336,48.8693310728265,49.7698684425047,48.3413516032342,52.1669402702361,51.9746793608827,52.2124790916924,50.622162542362,54.8322350980838,55.0375017568966,55.8972017149961,56.9421370526343,58.3874345549738,58.8778028108572,61.7067512798635,66.1623268483495,66.9370904325033,66.2137329502808,65.8257909597066,62.2894250624932,61.7693928262748,63.8027205514774,69.1565060700522,66.565086686159,68.1560370506386,68.7434031061946,63.4084822377464
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Cote d'Ivoire,CIV,58.2818955042527,58.431983258915,58.6368734152526,58.8702484084994,59.1192503215533,59.1324899888561,59.1728006466705,59.2419675023895,59.9721781093425,60.7141973628875,61.4669434328117,62.2298293395967,63.0051995679586,63.7930381424946,64.5921657231347,65.4028254571906,66.2265506710807,67.0631797597698,67.9120451449699,68.7764153404644,69.6526939824773,70.5439440891409,71.4499748084113,72.3698420105326,73.3066073152419,74.2580131878801,75.225139695112,76.2097049234001,77.210412921464,77.2107005804691,78.9644193710551,78.0285825070625,78.1848390446521
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Croatia,HRV,67.2664118476318,67.7607285245612,68.2792735074571,68.8232097572757,69.3923125162514,69.9868247694335,70.610231271996,71.2601749048218,71.9411327582308,72.6508472354233,73.3909861965741,74.1658786978252,72.9298819998636,73.1477595151352,74.0947705591533,75.9135622713875,73.3623673562247,74.6727171819399,77.6258287499377,77.3380933226066,74.6365537432037,75.6711295364959,77.2800554736933,78.8810903590911,79.269221009896,78.6534564287323,78.2848597359736,79.2844938805398,78.4780416565249,77.1003178112477,78.5285130634806,80.4116979964947,83.119157865529
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Cuba,CUB,53.8521173114898,51.7635051396078,49.1003877263552,49.1434378629501,49.4331460755708,50.6690325207982,51.0137297108616,50.8914689257327,51.7928055042402,52.7604143899987,53.2499343889423,53.5824272057214,54.3788306540087,55.4633309381003,57.3528978895005,59.3298184986635,60.4276335245756,60.9013776385029,61.3895810395781,61.2450621799561,59.687477600172,59.9759253686428,60.1959127558108,60.0631988332523,60.5170639684445,60.159055926116,60.0383931745467,60.005959729258,59.5334427342689,59.3914666827256,59.7754137115839,58.0830823787678,58.5617447686413
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Cyprus,CYP,55.3337329615054,56.9958902293517,58.2907533652627,59.6080010739697,60.9490481144695,62.312986235787,63.7035819914558,65.1162149494058,66.55515609167,68.0183391342028,71.3738072419684,72.6870525184575,73.362972720786,72.6733270292864,72.2399020807834,74.0707782873571,75.8114268555674,76.5083070163394,79.3517777684199,81.0248547676987,81.3030074867525,80.5527588309534,81.1860707305591,84.3188439239667,85.7068444629649,84.6276611761872,84.9463654341703,84.5983461311282,83.4616336093366,81.750990772079,82.4053706613341,83.9444099203435,85.5471799894951
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Czechia,CZE,73.4189820334086,73.4078510020616,73.4087019945577,73.61015833905,73.2307046392835,72.5457803662429,72.8725124815414,73.3557369179069,73.8424908944034,73.9264286839354,73.9079034629913,73.5598312821402,73.966936129925,73.845681628835,73.7115729077167,73.7425031738388,72.826532404426,72.3166243933907,72.5177097359639,72.4855984011286,73.2674733770754,73.9241553530011,74.7914218566392,74.574780058651,75.3455272598953,75.8408891488739,76.2798908682394,76.8049714027913,76.7401138187655,76.0568341944575,76.3551140955376,76.8781191573306,75.6777635261194
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Denmark,DNK,83.0873043665652,84.2188385842715,84.586877444411,82.4239682158157,79.7524216603292,81.7036542633072,81.8334326951072,83.7220752912048,83.6183844011142,84.7325988772108,84.1939626582368,84.5344186372886,83.5826744104681,84.234975726801,84.9357261399117,85.6841513148643,85.4968072959982,85.0508291685597,86.0750725181476,86.1652440006442,86.6073408328283,87.3132423382435,88.1279167622982,86.8940398360231,85.9286969164597,87.4233035660045,87.3936323509336,86.9881229411587,86.7328776343539,86.9859918662449,86.5297790228129,88.1299390632645,87.8042663676865
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Djibouti,DJI,25.2945849331392,25.497041026664,25.8633407094481,26.2298131394267,26.4799945563419,26.8532500514792,27.0966739734539,27.2823429453278,27.5550979810494,27.9880197322058,28.2791027573366,28.713083944872,29.2561953550676,29.8364498818703,30.4302709113145,31.4160545348113,32.4454366988722,33.5164403986502,34.5987006496752,35.6324878465513,36.2087020800394,36.689843555997,37.1008394609119,37.5243766906414,38.0065069506063,38.290649069575,38.737449262978,39.2665647408428,39.7574942518763,39.5258487483996,40.3755243358413,39.8382971344345,40.1129821219861
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Dominican Republic,DOM,44.0143468761445,45.3480567832132,46.2009897221165,46.4229419840342,47.084555541385,47.7886522100684,48.9289016747149,49.8086315545303,50.5927065423944,51.197697931249,50.1500513333509,53.1005474696221,52.6612084714798,52.314167383821,53.9384846211553,54.6169357567227,54.0736539318559,56.8330102918293,53.8428390719916,57.8372047628343,59.8384233198915,61.1154091507526,61.1124717664027,61.286473587157,63.2012114827495,63.8826896316328,64.436327192647,64.7893512535539,67.15225987609,64.3597108591187,67.5038767909449,66.1177860941501,68.0352522426678
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Ecuador,ECU,59.8924284220736,59.9818466038021,60.0562747621571,60.5389652170622,60.6746963613868,60.7101339398534,60.4459289355285,63.5245800850896,59.947386536854,56.3565729459928,57.5950920245399,58.83404776485,60.073358601296,63.8954898157129,63.0328356758464,63.0941542884523,63.4326899584657,63.9227979593091,63.1317884669193,61.819001610306,61.2770447174063,62.3388247502919,62.7565064248907,61.2526020919534,65.1421756324148,69.1143441804751,69.9066351300884,68.9072759706988,69.5987101397349,67.0038014373318,68.8097251043988,69.8543414483504,68.2559034907597
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Egypt, Arab Rep.",EGY,31.1071318653647,32.2125798292318,30.3892398614225,31.037436590687,29.4395423513856,28.7263425718057,28.0271212495539,27.341975513822,27.642724608062,28.4587015517361,29.3918236634834,26.813332352292,27.4362167327908,28.0742260988541,28.7271961829919,29.3969675609183,32.3017488472563,30.0249705018797,31.5545819038565,30.7960179167165,30.1160316376922,30.3136170499764,31.2518697816095,31.7899453011187,32.1519308943089,32.9309457062761,32.8288069259962,27.069651008688,23.1908472987226,21.3368248580959,22.2001968026697,22.7978326648371,23.071961411184
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,El Salvador,SLV,48.4743130227001,49.6815286624204,52.0834837002286,53.6935942505429,51.6524705967155,51.2962849247774,51.5756834550149,55.8280325171304,56.7345262686344,57.0016971525552,57.3101941254192,57.6645429789858,58.143775070102,56.6904145903165,57.561099796334,58.4409470858408,58.0366245044365,58.7296931983372,59.4600186200476,60.2322529851726,59.78452471783,60.7861647589453,62.4001054991428,61.3471391972673,60.3869790408716,61.0307076101469,59.9941387257057,59.9416456983779,60.3198631038568,59.8647562564088,59.8507581591736,60.1105565816534,60.2500555824386
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Equatorial Guinea,GNQ,75.6942655859405,75.6001937573794,75.5279559482028,75.6454545454546,75.993123069667,76.572907256274,77.3583449127683,78.1904539437826,78.9242452770979,79.523531361993,80.0165034831871,80.529321676983,80.9456666292801,81.242263981096,81.460293928065,81.9167705281559,82.3976066208152,82.800208897738,83.1464169354443,83.5041555796459,83.7884577376639,84.2214063636965,84.6558738065587,85.0500774909594,85.4583772391992,85.623816783662,85.9639394397674,86.3159846288681,86.6508915744106,86.3145959927011,87.4775409547296,86.3429797442265,86.7209173293878
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Eritrea,ERI,80.5884319625543,80.3528601883105,80.1949956286451,80.1612190812721,79.9764571277696,80.3294070893175,80.6602622412531,80.9753214456971,81.3064830803041,81.5610987178621,82.6172478071429,83.5621521335807,84.3761004812771,85.2234248577233,86.023534502446,85.889386427208,85.767044773256,85.3887495521318,85.2251200362194,84.9937038180997,84.6042978487129,84.1651878577053,83.5538068161917,83.641265654361,82.8924795994065,83.102409288149,82.9331285774117,83.1568995903314,83.337432221949,83.1621957718955,83.384633597727,83.2354317809502,83.3894185829127
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Estonia,EST,75.6420587470757,74.0175773989698,74.6150383938679,74.6935763770274,74.9278011077472,75.87414570513,77.7556297034565,76.2297936558609,77.2619420692125,79.3637537013135,79.5005378822806,79.6859604948312,78.7689697997759,81.4519848713139,83.3265625,81.0979692033028,79.2853885644518,79.961160512214,80.7718437998464,82.4544582933845,81.8943925509031,81.1466631456949,81.0400692011084,79.3364597594011,80.5890594981872,80.0188018118109,80.0449975391971,80.5922256312101,81.7190077942766,81.6210679072944,83.2903588251394,84.9762738673596,86.0591472770012
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Eswatini,SWZ,67.3518013059279,67.9175082385458,68.4647366329369,69.1742525761286,70.1378945402478,70.8218318695107,71.8294229549778,73.0719814987312,74.3626892397851,75.6080267779115,76.5245323214167,77.1954223287143,77.7163935254585,78.2188441615601,78.763019946899,79.3226778013553,79.8345629331545,80.2940515886042,80.6968230007114,81.0622027905032,81.4299952788124,81.9592884263817,82.5436673502581,83.0384424074469,83.3847305656072,84.3875935521013,85.0664397697237,85.5975986901947,86.2520128824477,86.2532796275082,87.6187824795843,86.3645514944085,86.6591067051981
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Ethiopia,ETH,74.3786064265545,74.3203596488293,74.2909719511515,74.2886779615646,75.1603511550861,76.0205276956546,76.8692605527722,77.7044972659301,78.5266282755234,79.3374778173376,80.1337217738785,80.9173513127344,81.686257437237,82.4412569068483,83.1835787076827,83.2822703282941,83.3835538180637,83.4895020928484,83.5969556957045,83.7079917109649,83.8213225919282,83.9392295170917,84.0587096116604,84.4468697065812,84.8412571611166,85.1678858856796,85.5118074060461,85.8612980547617,86.2019931096673,86.201825439436,86.7202120116699,86.9495829644471,87.0455762826335
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Fiji,FJI,49.6218760955577,49.6471976697469,49.6514125642217,49.6821140360816,49.693808119755,49.7348150018942,49.1623776364921,48.5904044159347,48.0215034810963,47.4542801801122,46.8880762996193,46.3253571697592,45.7647103094465,45.2054794520548,44.6498814786341,46.6414247651101,48.6611675126904,50.7081043522203,52.7720480957891,54.8515595640736,56.9387067383897,56.0685430169582,55.2206840495942,54.3996532293021,52.2075474167834,50.0711089075323,50.2360927628739,50.3523709719675,50.3061304586724,50.2046882388705,50.2419387630627,50.3328686634444,50.6160708513802
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Finland,FIN,82.0306135574326,82.0390404858891,82.0372479697046,81.9498315237739,83.7975887351597,84.8752178242469,83.4347336720105,83.8598629093678,85.1123212037557,84.8962743437765,85.5727404543258,86.3271062048887,85.9761282876754,86.5865835112674,87.5040446218086,87.6176438978705,87.9281543577876,87.276765341203,88.8041545803312,87.4521207573128,86.9708922530051,87.9437416516068,88.288159317936,88.7199168465659,89.1167040718179,88.2092497232783,88.0767327917777,88.5310340455208,88.2790609317862,87.7937108518012,87.772110178137,90.0009431589537,90.7578616352201
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,France,FRA,72.3675872834335,73.1747359291268,74.5116409799972,75.2599013788122,76.0570941358512,76.34305479129,76.2309588521585,77.1274737143039,77.3681629036596,77.9916397793919,77.9136507126686,77.96260108352,79.7966822089003,79.6634141690239,81.1340820831789,81.5068714632175,82.298962386511,82.6165920736849,83.1479592662749,83.4196638791914,83.7167910386832,83.7942927797482,84.0012991230919,84.666087327223,84.7919608551443,85.1251525244864,84.9787184710422,85.4177047002159,85.9048704454798,86.0898547767235,87.2334736982822,87.2781655034895,87.8133994376695
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,French Polynesia,PYF,69.3156606501295,69.1816076177404,68.9666000570939,68.8554276995908,68.7025618387138,68.5088293001962,68.7582241546999,69.0148343189307,69.2770909933123,69.5465998630915,69.8231009365245,70.1048718969866,70.6479510575907,71.2062022958111,71.7830868411073,72.3775099171402,72.9897768223085,73.8722650972841,74.7637905765693,75.6649706457926,76.5716621339077,77.4899360644092,77.4786149427101,77.4925043395929,77.6754545310945,77.93368557598,78.206103241753,78.4932072117826,78.7699106603504,78.7701787605507,79.8438757444069,78.6447182707709,78.6990445859873
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Gabon,GAB,61.519701606733,61.3822302868239,61.3133112751336,61.3248679269302,61.4220154248199,61.5452151009658,61.7586322816117,62.0505157620746,62.3983346243222,62.7963545551844,63.2694001369997,63.7828612688306,64.3220478943022,64.8622145397733,65.3822998193859,66.178927649233,66.9225401256106,67.5835576972545,68.1522395788384,68.6208153277451,69.1935512043458,69.7113441908677,70.1226723148884,70.4175964297099,70.632300209465,70.1546072974644,69.723624720722,69.352492771401,69.0742002550798,68.8451623671668,69.5476961578095,68.9724389520169,69.2467748647524
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Gambia, The",GMB,64.902354968409,64.2994734814434,63.8229616170793,64.3108837737994,64.8009897188686,65.2928786930039,65.784563672359,66.2770476380534,66.7712850947272,67.2668341995545,67.7623117157801,68.2606207981691,68.756801649579,69.2573476702509,69.7548231511254,70.2565576715774,70.7562783334533,71.2589347475213,71.7604617604618,72.2643663213259,72.7685741156044,73.2720028975009,75.1426778181606,77.0486499205836,78.9896415287266,80.9634740017322,82.9751693002257,85.0198683532017,85.2664862728406,85.2656782392486,86.2443772356725,85.4994056508885,85.8608963508547
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Georgia,GEO,75.5154133123896,75.8281937179587,76.18887581919,76.6056282000282,76.3230838651454,75.7273331335583,75.2265702071687,75.0326797385621,77.2797834653505,73.6411447487853,76.732725451958,73.9479830568861,75.6183652849401,76.7380759902991,75.9994573695991,74.2382577694253,75.0341268974555,72.7002012072435,71.5127161350279,72.5084794219698,71.8708388814914,71.8974848374499,70.8106955092413,71.8497080858954,73.5255635443795,71.7400995616316,73.3615139998449,75.5050813421799,75.0965755213703,75.2906301654304,76.2334275157574,75.2951212129551,75.1502009585238
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Germany,DEU,66.9905209971744,67.8039798881099,68.0591085132837,68.8478545810707,69.533961328706,70.1983451675371,71.0102230209469,71.6021642077876,72.6616037260079,73.2970476661719,74.4675391326662,75.1399452388196,76.0898141354854,76.3513200734489,77.2490448072247,78.3781748064234,79.1086645049393,79.2040265826791,79.9513808150508,80.3088101725704,81.1550197664106,81.3204678538634,82.1741029077384,82.569097845263,83.0570231371835,83.578659617291,83.8041995773445,83.7674000898069,83.8968855156465,84.2533058352542,84.2601734692328,84.2344504785622,84.2256042972247
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Ghana,GHA,97.24245775964,96.9875831824788,96.7261105784596,96.4592921148102,96.1858360436566,95.906922779425,95.6211457161696,95.3309562398703,95.0351105331599,94.7309387797689,94.3588670659309,93.9795209313912,93.5928277530202,93.2012600999117,92.8021992545796,92.3968935538592,91.9851690410376,91.5670517997308,91.1424715016905,90.7125722020451,90.2760604268588,89.8342094621917,89.3856032443393,88.9288086877534,88.4676574971785,88.7063151440834,88.9946598560483,89.3159876754536,89.6517631550038,89.6523041091333,90.349997213398,90.0576011465109,90.0909605377576
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Greece,GRC,51.039821657607,52.9166095081317,53.5044513109187,54.2054372410024,55.2172264766093,57.2425723043307,57.7067726647302,60.2699905640276,61.8943275106475,62.1303700948484,61.6922135584179,62.6003487659655,63.4067916241863,65.2953917629332,65.5802050460804,65.9474113075091,65.9419149806488,65.971413279602,67.9363319607222,69.4180333099356,70.708900421032,72.1939365887526,72.3126224554179,74.1920248296336,75.8956266830283,76.3497552124345,75.9980809430794,75.3029913431045,75.6881127766617,75.5008026802541,76.704326838994,76.2917005695688,76.5742560835084
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Guam,GUM,71.7395487564343,72.4850059490567,73.266549775004,74.0845803190962,74.9424136204306,75.8410327806607,76.7836339661772,77.7710125401596,78.8070350308865,79.8945032751817,79.7810008644703,77.6201947061591,76.1526322523778,74.6809415768576,81.6305269894186,78.9773133389562,72.1891282602529,74.3717197117001,76.4958796130419,85.3257584914783,81.5288566243194,81.818710559223,82.0322848284596,82.2492277204639,82.2952491984844,82.2188560525511,82.230345751653,81.954460858439,82.1142233539469,81.7573838108566,82.2107684691768,81.8956645262288,81.9288852678442
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Guatemala,GTM,45.7192656286312,46.0099243471895,46.1960374179304,46.4434757337983,46.8645635756426,46.9711958102997,47.3367817698868,47.828522088166,48.1674475120048,48.4426718441151,48.6013699432118,48.9459491147848,49.1379209164212,49.4633767882542,49.8107521268139,50.1838785802417,50.5830833252686,51.0118043844857,51.4705519199901,51.96181205541,48.0028223588223,52.2840753384891,48.6659643277146,48.5934218034797,45.977945305313,47.8174699086383,45.9821057259301,46.0373337164889,45.2303272302298,46.5183764619791,47.6688832266484,50.1633178263882,50.350883684217
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Guinea,GIN,97.5850866336634,97.0865559424398,96.7309819343738,96.4920888016681,96.355115855246,95.8738197293958,95.5373710948195,95.3270176717071,95.2409126767401,95.2820310484544,94.8683832534511,94.608863547229,93.0175995165798,91.4038033858303,89.769421888256,88.1170545222853,86.4467807116162,84.7615714676973,83.0615665955501,81.352077418567,79.6312152161947,77.9035395383744,76.1684107159297,74.4315823456164,72.6915611424346,70.9547924901186,69.2187451635868,67.4869280538704,65.7611824192921,65.7615613067459,65.5850479032511,66.4891611687088,66.5374413385023
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Guinea-Bissau,GNB,70.2198349042796,70.1932784174872,70.2381823771392,70.4153035926475,70.7398954575572,70.722405465897,70.8818365570457,71.1581720239152,71.4690859416761,71.7774135876043,72.131981213916,72.5101755756147,72.9192752726779,73.3592021099221,73.8199320670799,74.0963671361789,74.4033842711096,74.7178051856181,75.0158127767236,75.2900949964415,75.3879991326167,75.5247033273869,75.6829412313143,75.8605657704224,76.0644688187478,76.196875,76.3867796026366,76.6352206193982,76.9531188485221,76.9534107171251,77.3816305861502,76.9076874606175,77.0281985404221
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Guyana,GUY,46.2595438678722,47.344350642127,48.3980829009127,47.8313178294574,47.2670128450396,46.703912004778,46.1419579983798,45.5840491410308,45.0262042051808,44.4720154397574,43.9203867646135,43.371250251661,44.3557713080276,45.3714989543373,46.4183455334586,47.4992802742809,48.6157751394801,49.7681999759516,50.9581493335494,52.190060076461,53.4630360940046,54.7797301449842,56.1406234551335,57.5514808785308,59.011728680379,60.5250080388202,62.0936598357624,63.7188481124848,63.5144339928641,63.5140657436618,65.3115451042912,62.6499991924673,63.3810704856389
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Haiti,HTI,74.1878129453138,75.0316940468015,75.9102856609161,76.8232993999865,77.7752034126995,78.6382321295555,79.5419314293695,80.4882188215993,81.4791466681949,82.5157159656789,82.8452974602806,83.1712259371834,83.4961558471588,83.8200917722432,84.1415975103734,84.4416382056654,84.7376470420079,85.0323186878898,85.3242756449348,85.613167561458,86.7922120279641,86.8966496308915,87.5252597125374,88.2102860403738,88.521053308377,88.7823997253533,89.1481529228081,89.3865963121218,88.9430241889258,88.9428988903838,90.1230813785114,86.10337972167,86.7668209327163
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Honduras,HND,49.7387335995436,50.3606827249551,51.0610505087542,50.8937682738061,51.548512393845,51.6007684608925,52.0253996058682,52.3190045248869,52.0223135914257,50.8214214519401,50.7261790808428,50.644431209053,50.5794890887909,50.528674377763,50.4960172017788,47.3130999470137,47.2223264188454,49.46549926514,50.6986325168143,52.5389227466752,49.7351176278591,48.7828527685634,52.9927382087582,55.8964875354349,57.0256347356801,56.8682408969144,55.1665037235519,60.592960104045,57.4124679760888,65.1238332807938,65.6174044706539,65.8911337363453,66.0247246929267
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Hong Kong SAR, China",HKG,60.6297814034331,59.2748648856331,59.5033611941824,60.7627500160782,62.0961840041819,62.9166447264494,63.3473123384502,64.2621392548782,65.6212190465948,67.0534246575343,69.4578577699737,71.6452307352617,71.6948610667074,72.3069836262371,73.0588400900901,74.1933664259928,75.3436718927517,76.2438471363173,76.6710844762015,75.7706292072485,77.4004855078822,77.9225695607228,78.7426275008673,79.2529612673497,79.5299623562926,79.8824507416104,80.6900690947418,80.5042727564383,81.512106932219,81.9213644253264,82.4174987822699,81.765460928197,81.8120710947148
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Hungary,HUN,74.3915955857549,74.2179592230202,73.6207958195344,72.0803975628851,68.47121875106,69.0445105923721,68.0662828254459,70.5210325886668,71.0184705679268,71.1616404478945,71.0440103309008,71.6726931367777,72.5685314084386,72.9097337770383,73.7148050344662,73.1929646541519,72.6915520628684,72.9800871720366,73.3603600508469,74.9105668684645,74.6873128582428,75.4071164979517,74.503432646804,74.6111219132802,74.5356405778695,74.1792811312527,73.7307928703135,73.5442324965366,72.8982667671439,72.7366084238187,78.2482122329546,78.9019723285252,78.5974313422838
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Iceland,ISL,83.1850163026158,84.1085508220769,86.2971429999126,87.1610945298588,86.6610921253545,85.4196736551117,85.0381528339455,85.6001072163944,87.6986869384934,88.581680287048,86.7450905533418,87.412087112577,87.0003731028922,85.3402635077964,87.692821121329,87.1111381470892,86.7836498261007,86.8203880527674,88.6314383630682,89.2002172842001,89.5499336260594,91.0665861275688,90.7675689414157,89.6872127400562,90.2642319026423,88.79243546903,88.9219613175076,88.887233170659,88.9749179383097,89.0063207219269,89.1159008776458,90.0126745957572,89.2519138420778
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,India,IND,35.1933505651006,35.3384508025122,35.5250619401563,35.7676401348858,35.9622884404226,36.1650181545011,36.376397515528,36.5959492609805,36.8243325910882,37.0609667233422,37.3540426054393,37.6690132975751,38.0042196212388,38.3642924300562,38.7481677681487,38.2444097231116,37.7465363712908,37.255524914537,36.7709427895023,36.2926620084252,35.4176181052418,34.5547132245961,34.7024351461216,34.8502623470716,34.9818417639429,35.1452732286861,35.2576939291737,35.3434191825946,35.4377318565938,35.2451333324277,36.0057111299686,37.1158768683935,42.5568492615457
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Indonesia,IDN,59.8166779529844,60.925748749561,60.0876605588361,60.8066047372406,60.7703024043427,60.7328460495205,59.8890319785285,61.4856233882047,61.2181330266437,61.4111290936786,59.1086166269996,57.0664002568951,57.1158742872171,55.9839052355462,55.5402665121669,55.6740381702514,60.1830359301707,61.049515999903,61.3765726151215,61.9092776987514,61.4496495313009,61.6854929611243,61.1653649762799,61.2285648590757,61.5570359045296,62.3117976840404,63.7105783277477,64.5953739642523,65.309831001272,65.147653473839,65.2955201405446,64.4567964858033,65.0341199018519
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Iran, Islamic Rep.",IRN,12.4171052467869,12.7460393662986,13.0903022912522,13.4522070332881,13.8326773479638,14.2320483647282,15.2610929094366,16.357324255687,17.5216684723727,18.7601048870291,20.0717432519061,21.4635149023638,22.9353371018889,24.4916666666667,26.1341209075767,25.6392752510169,24.4243078029486,21.8969537643512,22.9745963843066,22.4937203668198,20.8106500754838,22.3738872403561,19.747348349422,19.259159643775,21.0091959443527,23.4976584042134,24.8715224943298,24.8090950535674,24.1229196996946,20.3966800567108,19.5031055900621,19.3343898573693,20.3731776773444
